Unique Key,Created Date,Closed Date,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Address Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude,Location,area_name,year,geo_id,pop_25_plus,pop_25_less_9th,pop_25_hs_grad,pop_25_bach_plus,pop_25_34_bach_plus,pop_45_64_bach_plus
23143526,04/29/2012 11:53:18 AM,04/30/2012 10:00:48 AM,Rooster,Residence,11225.0,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,Closed,05/29/2012 11:53:18 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,04/30/2012 09:59:46 AM,BROOKLYN,999891.0,181229.0,BROOKLYN,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23144160,04/30/2012 05:30:14 PM,05/16/2012 03:11:12 PM,Rooster,Residence,11207.0,86 COOPER STREET,COOPER STREET,ADDRESS,Closed,05/30/2012 05:30:14 PM,The Department of Health and Mental Hygiene has investigated the Service Request and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a reinspection is not required.,05/16/2012 03:10:33 PM,BROOKLYN,1009423.0,189161.0,BROOKLYN,40.68584422179947,-73.90923403989109,"(40.68584422179947, -73.90923403989109)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23145151,04/30/2012 05:59:46 PM,05/23/2012 03:44:33 PM,Snake,Residence,11223.0,482 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,Closed,05/30/2012 05:59:46 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,05/23/2012 03:44:16 PM,BROOKLYN,992059.0,159411.0,BROOKLYN,40.60421924834387,-73.97187761863421,"(40.60421924834387, -73.97187761863421)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23145186,04/30/2012 03:01:35 PM,,Other,Residence,11370.0,78-09 21 AVENUE,21 AVENUE,ADDRESS,Assigned,05/30/2012 03:01:35 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/30/2012 05:00:57 PM,QUEENS,1014247.0,220061.0,QUEENS,40.77064207706982,-73.8917024772862,"(40.77064207706982, -73.8917024772862)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23148842,04/30/2012 10:05:49 AM,05/17/2012 11:32:07 AM,Rooster,Residence,11237.0,358 MENAHAN STREET,MENAHAN STREET,ADDRESS,Closed,05/30/2012 10:05:49 AM,The Department of Health and Mental Hygiene has investigated the Service Request and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a reinspection is not required.,05/17/2012 11:31:22 AM,BROOKLYN,1008189.0,194901.0,BROOKLYN,40.70160260896249,-73.91366305588703,"(40.70160260896249, -73.91366305588703)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23156227,05/01/2012 02:14:03 PM,06/04/2012 11:27:29 AM,Rooster,Residence,10459.0,1425 LOUIS NINE BOULEVARD,LOUIS NINE BOULEVARD,ADDRESS,Closed,05/31/2012 02:14:03 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,06/04/2012 11:26:32 AM,BRONX,1013852.0,242834.0,BRONX,40.83314900685805,-73.89302813441246,"(40.833149006858044, -73.89302813441246)",The Bronx,2012,0500000US36005,856624,132776.72,233858.35199999998,53967.312000000005,187004,19.8
23157484,05/01/2012 04:02:48 AM,05/16/2012 03:12:25 PM,Rooster,Residence,10456.0,300 EAST 169 STREET,EAST 169 STREET,ADDRESS,Closed,05/31/2012 04:02:48 AM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,05/16/2012 03:12:15 PM,BRONX,1008643.0,243478.0,BRONX,40.83493252354336,-73.9118493865726,"(40.83493252354336, -73.9118493865726)",The Bronx,2012,0500000US36005,856624,132776.72,233858.35199999998,53967.312000000005,187004,19.8
23160878,05/02/2012 03:13:28 PM,06/04/2012 02:20:02 PM,Rooster,Residence,11235.0,727 KATHLEEN COURT,KATHLEEN COURT,ADDRESS,Closed,06/01/2012 03:13:28 PM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",06/04/2012 02:19:57 PM,BROOKLYN,994917.0,153472.0,BROOKLYN,40.58791491279048,-73.96159454390282,"(40.58791491279048, -73.96159454390282)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23161591,05/02/2012 04:33:24 PM,05/03/2012 01:36:00 PM,Rooster,Residence,11370.0,32-49 78 STREET,78 STREET,ADDRESS,Closed,06/01/2012 04:33:24 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,05/03/2012 01:35:24 PM,QUEENS,1014937.0,214748.0,QUEENS,40.75605690432844,-73.88923564214757,"(40.75605690432844, -73.88923564214757)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23174173,05/04/2012 05:01:36 PM,05/23/2012 10:23:25 AM,Farm Animal,Residence,11229.0,54 IRA COURT,IRA COURT,ADDRESS,Closed,06/03/2012 05:01:36 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,05/23/2012 10:22:39 AM,BROOKLYN,1003684.0,154948.0,BROOKLYN,40.59195135053364,-73.93002561122012,"(40.59195135053364, -73.93002561122012)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23186893,05/07/2012 08:55:14 AM,05/07/2012 09:16:50 AM,Other,Residence,11428.0,93-22 213 STREET,213 STREET,ADDRESS,Closed,06/06/2012 08:55:14 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,05/07/2012 09:15:56 AM,QUEENS,1054608.0,201244.0,QUEENS,40.718765240712074,-73.74618545199779,"(40.718765240712074, -73.74618545199779)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23211080,05/10/2012 11:50:30 AM,06/28/2012 03:10:34 PM,Rooster,Residence,10306.0,117 WOODCUTTERS LANE,WOODCUTTERS LANE,ADDRESS,Closed,06/09/2012 11:50:30 AM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,06/28/2012 02:53:00 PM,STATEN ISLAND,945157.0,142330.0,STATEN ISLAND,40.55725255362604,-74.14068585809031,"(40.55725255362604, -74.14068585809031)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23220543,05/13/2012 12:12:03 PM,06/28/2012 03:11:12 PM,Rooster,Residence,10303.0,46 HEUSDEN STREET,HEUSDEN STREET,ADDRESS,Closed,06/12/2012 12:12:03 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,06/28/2012 12:43:44 PM,STATEN ISLAND,941556.0,170205.0,STATEN ISLAND,40.6337470851097,-74.15382107791379,"(40.6337470851097, -74.15382107791379)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23226577,05/14/2012 06:38:06 PM,06/27/2012 12:28:12 PM,Other,Residence,10462.0,2034 COLDEN AVENUE,COLDEN AVENUE,ADDRESS,Closed,06/13/2012 06:38:06 PM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",06/27/2012 12:27:24 PM,BRONX,1022921.0,250130.0,BRONX,40.853139312716614,-73.86021373501627,"(40.853139312716614, -73.86021373501627)",The Bronx,2012,0500000US36005,856624,132776.72,233858.35199999998,53967.312000000005,187004,19.8
23237926,05/15/2012 07:55:33 PM,07/17/2012 01:35:50 PM,Other,Residence,10312.0,260 WOEHRLE AVENUE,WOEHRLE AVENUE,ADDRESS,Closed,06/14/2012 07:55:33 PM,The Office of Veterinary Public Health Services has investigated the Service Request and determined that it is not within its jurisdiction. The Service Request has been referred to another agency or organization.,07/17/2012 01:35:11 PM,STATEN ISLAND,934151.0,139935.0,STATEN ISLAND,40.550623402765645,-74.18027584177429,"(40.550623402765645, -74.18027584177429)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23238764,05/16/2012 03:53:37 PM,,Rooster,Residence,10314.0,208 LAMBERTS LANE,LAMBERTS LANE,ADDRESS,Assigned,06/15/2012 03:53:37 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/17/2012 04:49:07 PM,STATEN ISLAND,938723.0,163759.0,STATEN ISLAND,40.616040089410035,-74.16398451904007,"(40.616040089410035, -74.16398451904007)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23249903,05/17/2012 02:26:40 PM,05/18/2012 02:00:32 PM,Snake,Residence,11362.0,245-22 62 AVENUE,62 AVENUE,ADDRESS,Closed,06/16/2012 02:26:40 PM,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,05/18/2012 02:00:09 PM,QUEENS,1058451.0,214659.0,QUEENS,40.75555452720611,-73.7321740559041,"(40.75555452720611, -73.7321740559041)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23251331,05/17/2012 05:16:39 PM,05/18/2012 02:13:16 PM,Snake,Residence,10314.0,47 GARDEN STREET,GARDEN STREET,ADDRESS,Closed,06/16/2012 05:16:39 PM,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,05/18/2012 02:12:59 PM,STATEN ISLAND,949880.0,162071.0,STATEN ISLAND,40.61145718625798,-74.12378939043882,"(40.61145718625798, -74.12378939043882)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23253647,05/18/2012 03:51:07 PM,06/04/2012 04:53:23 PM,Other,Residence,11432.0,152-02 85 AVENUE,85 AVENUE,ADDRESS,Closed,06/17/2012 03:51:07 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,06/04/2012 04:52:36 PM,QUEENS,1037673.0,198734.0,QUEENS,40.71199438258317,-73.80729768913417,"(40.711994382583164, -73.80729768913417)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23255308,05/18/2012 04:45:40 PM,,Rooster,Residence,11237.0,1348 HANCOCK STREET,HANCOCK STREET,ADDRESS,Assigned,06/17/2012 04:45:40 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/18/2012 05:05:55 PM,BROOKLYN,1009527.0,192348.0,BROOKLYN,40.69459150180224,-73.90884709094074,"(40.69459150180224, -73.90884709094074)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23268572,05/21/2012 02:40:43 PM,06/28/2012 12:15:32 PM,Other,Residence,11236.0,617 EAST 108 STREET,EAST 108 STREET,ADDRESS,Closed,06/20/2012 02:40:43 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,06/28/2012 12:14:43 PM,BROOKLYN,1013212.0,176719.0,BROOKLYN,40.651682144934036,-73.89562555794753,"(40.651682144934036, -73.89562555794753)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23283790,05/23/2012 01:14:33 PM,,Rooster,Residence,10460.0,1479 BEACH AVENUE,BEACH AVENUE,ADDRESS,Assigned,06/22/2012 01:14:33 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/24/2012 04:54:53 PM,BRONX,1020985.0,244369.0,BRONX,40.83733534476214,-73.86724345379831,"(40.83733534476214, -73.86724345379831)",The Bronx,2012,0500000US36005,856624,132776.72,233858.35199999998,53967.312000000005,187004,19.8
23287438,05/23/2012 01:44:08 PM,06/27/2012 12:40:01 PM,Snake,Residence,11356.0,11-18 125 STREET,125 STREET,ADDRESS,Closed,06/22/2012 01:44:08 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,06/27/2012 12:39:10 PM,QUEENS,1027753.0,226315.0,QUEENS,40.78775147921449,-73.84290165187502,"(40.78775147921449, -73.84290165187502)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23322809,05/30/2012 10:29:49 AM,06/29/2012 04:28:05 PM,Rooster,Residence,10305.0,220 CHESTNUT AVENUE,CHESTNUT AVENUE,ADDRESS,Closed,06/29/2012 10:29:49 AM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",06/29/2012 04:28:01 PM,STATEN ISLAND,963342.0,163288.0,STATEN ISLAND,40.614839589936224,-74.07530751167313,"(40.614839589936224, -74.07530751167313)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23326608,05/30/2012 11:43:03 PM,06/28/2012 12:11:16 PM,Farm Animal,Residence,11221.0,72 BLEECKER STREET,BLEECKER STREET,ADDRESS,Closed,06/29/2012 11:43:03 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,06/28/2012 12:11:06 PM,BROOKLYN,1005922.0,192302.0,BROOKLYN,40.6944748048028,-73.92184743865687,"(40.6944748048028, -73.92184743865687)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23328457,05/30/2012 04:59:40 PM,05/31/2012 09:17:39 AM,Other,Residence,11229.0,54 IRA COURT,IRA COURT,ADDRESS,Closed,06/29/2012 04:59:40 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,05/31/2012 09:16:34 AM,BROOKLYN,1003684.0,154948.0,BROOKLYN,40.59195135053364,-73.93002561122012,"(40.59195135053364, -73.93002561122012)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23336827,05/31/2012 05:32:07 AM,06/27/2012 01:20:50 PM,Rooster,Residence,11225.0,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,Closed,06/30/2012 05:32:07 AM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,06/27/2012 12:36:20 PM,BROOKLYN,999891.0,181229.0,BROOKLYN,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23343039,06/01/2012 04:07:34 PM,06/04/2012 09:23:13 AM,Rooster,Residence,10306.0,117 WOODCUTTERS LANE,WOODCUTTERS LANE,ADDRESS,Closed,07/01/2012 04:07:34 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/04/2012 09:22:19 AM,STATEN ISLAND,945157.0,142330.0,STATEN ISLAND,40.55725255362604,-74.14068585809031,"(40.55725255362604, -74.14068585809031)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23369808,06/06/2012 05:48:56 PM,06/28/2012 03:59:22 PM,Rooster,Residence,10305.0,351 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,Closed,07/06/2012 05:48:56 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,06/28/2012 03:58:35 PM,STATEN ISLAND,959766.0,154173.0,STATEN ISLAND,40.58981162051121,-74.08815468486428,"(40.58981162051121, -74.08815468486428)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23370654,06/06/2012 09:24:32 AM,06/06/2012 11:48:34 AM,Rooster,Residence,11225.0,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,Closed,07/06/2012 09:24:32 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/06/2012 11:48:28 AM,BROOKLYN,999891.0,181229.0,BROOKLYN,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23379035,06/07/2012 09:26:43 AM,06/08/2012 08:38:25 AM,Rooster,Residence,11225.0,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,Closed,07/07/2012 09:26:43 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/08/2012 08:38:05 AM,BROOKLYN,999891.0,181229.0,BROOKLYN,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23381494,06/08/2012 04:35:52 PM,06/12/2012 09:27:57 AM,Rooster,Residence,10303.0,46 HEUSDEN STREET,HEUSDEN STREET,ADDRESS,Closed,07/08/2012 04:35:52 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/12/2012 09:27:38 AM,STATEN ISLAND,941556.0,170205.0,STATEN ISLAND,40.6337470851097,-74.15382107791379,"(40.6337470851097, -74.15382107791379)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23381625,06/08/2012 08:57:54 PM,07/06/2012 04:19:46 PM,Other,Residence,10472.0,1114 WHITEPLAINS ROAD,WHITEPLAINS ROAD,ADDRESS,Closed,07/08/2012 08:57:54 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,07/06/2012 04:19:22 PM,BRONX,1022745.0,241314.0,BRONX,40.828942763564,-73.86090053522686,"(40.828942763564, -73.86090053522686)",The Bronx,2012,0500000US36005,856624,132776.72,233858.35199999998,53967.312000000005,187004,19.8
23394229,06/10/2012 07:59:15 PM,06/12/2012 11:50:00 AM,Other,Residence,11369.0,25-21 87 STREET,87 STREET,ADDRESS,Closed,07/10/2012 07:59:15 PM,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,06/12/2012 11:49:17 AM,QUEENS,1016952.0,217241.0,QUEENS,40.762892321710666,-73.8819504057128,"(40.762892321710666, -73.8819504057128)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23395499,06/11/2012 12:28:36 PM,07/10/2012 12:47:22 PM,Rooster,Residence,11419.0,95-67 112 STREET,112 STREET,ADDRESS,Closed,07/11/2012 12:28:36 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,07/10/2012 12:47:21 PM,QUEENS,1030591.0,190862.0,QUEENS,40.69042755245501,-73.8328972993086,"(40.69042755245501, -73.8328972993086)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23398786,06/11/2012 01:17:57 PM,06/12/2012 02:03:17 PM,Other,Residence,11370.0,19-68 81 STREET,81 STREET,ADDRESS,Closed,07/11/2012 01:17:57 PM,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,06/12/2012 02:03:09 PM,QUEENS,1014895.0,220788.0,QUEENS,40.77263527806067,-73.88935970420212,"(40.77263527806067, -73.88935970420212)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23409170,06/12/2012 12:23:18 PM,06/12/2012 01:06:35 PM,Rooster,Residence,10306.0,117 WOODCUTTERS LANE,WOODCUTTERS LANE,ADDRESS,Closed,07/12/2012 12:23:18 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/12/2012 01:05:55 PM,STATEN ISLAND,945157.0,142330.0,STATEN ISLAND,40.55725255362604,-74.14068585809031,"(40.55725255362604, -74.14068585809031)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23418872,06/14/2012 01:25:29 PM,07/05/2012 04:36:01 PM,Rooster,Residence,11370.0,32-49 78 STREET,78 STREET,ADDRESS,Closed,07/14/2012 01:25:29 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,07/05/2012 04:35:18 PM,QUEENS,1014937.0,214748.0,QUEENS,40.75605690432844,-73.88923564214757,"(40.75605690432844, -73.88923564214757)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23430042,06/15/2012 05:44:35 PM,06/18/2012 08:49:25 AM,Rooster,Residence,10306.0,117 WOODCUTTERS LANE,WOODCUTTERS LANE,ADDRESS,Closed,07/15/2012 05:44:35 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/18/2012 08:49:20 AM,STATEN ISLAND,945157.0,142330.0,STATEN ISLAND,40.55725255362604,-74.14068585809031,"(40.55725255362604, -74.14068585809031)",Staten Island,2012,0500000US36085,315861,15793.05,103286.547,36324.015,65643,33.1
23436356,06/16/2012 06:27:46 AM,06/18/2012 08:58:41 AM,Rooster,Residence,11225.0,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,Closed,07/16/2012 06:27:46 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/18/2012 08:57:58 AM,BROOKLYN,999891.0,181229.0,BROOKLYN,40.664094649038745,-73.94362184380982,"(40.664094649038745, -73.94362184380982)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23464465,06/21/2012 02:40:34 AM,07/06/2012 04:00:40 PM,Rooster,Residence,10036.0,37 WEST 46 STREET,WEST 46 STREET,ADDRESS,Closed,07/21/2012 02:40:34 AM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,07/06/2012 04:00:03 PM,MANHATTAN,989698.0,214924.0,MANHATTAN,40.75659155307475,-73.98033535668613,"(40.75659155307475, -73.98033535668613)",New York,2012,0500000US36061,1183556,95868.036,150311.612,330212.124,237946,62.5
23482139,06/23/2012 07:51:00 AM,08/07/2012 02:40:26 PM,Rooster,Residence,11205.0,14 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,ADDRESS,Closed,07/23/2012 07:51:00 AM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,08/07/2012 02:40:08 PM,BROOKLYN,991757.0,191276.0,BROOKLYN,40.69168202380285,-73.9729297418105,"(40.69168202380285, -73.9729297418105)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23486586,06/24/2012 11:29:13 AM,07/30/2012 11:31:57 AM,Rooster,Residence,10013.0,158 MOTT STREET,MOTT STREET,ADDRESS,Closed,07/24/2012 11:29:13 AM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",07/30/2012 11:31:55 AM,MANHATTAN,985284.0,201426.0,MANHATTAN,40.719544504923505,-73.9962698350715,"(40.719544504923505, -73.9962698350715)",New York,2012,0500000US36061,1183556,95868.036,150311.612,330212.124,237946,62.5
23490817,06/25/2012 10:23:23 PM,06/26/2012 10:15:31 AM,Rooster,Residence,11419.0,95-67 112 STREET,112 STREET,ADDRESS,Closed,07/25/2012 10:23:23 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/26/2012 10:14:51 AM,QUEENS,1030591.0,190862.0,QUEENS,40.69042755245501,-73.8328972993086,"(40.69042755245501, -73.8328972993086)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23493953,06/25/2012 04:34:39 PM,06/26/2012 10:08:00 AM,Other,Residence,11208.0,631 CLEVELAND STREET,CLEVELAND STREET,ADDRESS,Closed,07/25/2012 04:34:39 PM,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,06/26/2012 10:07:42 AM,BROOKLYN,1016707.0,183006.0,BROOKLYN,40.668926439143,-73.88299988544664,"(40.668926439143, -73.88299988544664)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23504008,06/27/2012 09:55:50 AM,08/07/2012 12:51:52 PM,Other,Residence,10032.0,715 WEST 170 STREET,WEST 170 STREET,ADDRESS,Closed,07/27/2012 09:55:50 AM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",08/07/2012 12:51:44 PM,MANHATTAN,1000327.0,246614.0,MANHATTAN,40.843558983618685,-73.94189394275368,"(40.843558983618685, -73.94189394275368)",New York,2012,0500000US36061,1183556,95868.036,150311.612,330212.124,237946,62.5
23510926,06/28/2012 11:34:06 AM,06/28/2012 03:01:52 PM,Farm Animal,Residence,11412.0,194-46 111 ROAD,111 ROAD,ADDRESS,Closed,07/28/2012 11:34:06 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,06/28/2012 03:00:59 PM,QUEENS,1050351.0,195112.0,QUEENS,40.701967250305394,-73.76160258661147,"(40.701967250305394, -73.76160258661147)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23511685,06/28/2012 02:51:00 PM,07/16/2012 10:34:56 AM,Rooster,Residence,11412.0,194-48 111 ROAD,111 ROAD,ADDRESS,Closed,07/28/2012 02:51:00 PM,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,07/16/2012 10:34:40 AM,QUEENS,1050352.0,195112.0,QUEENS,40.70196724283544,-73.7615989800664,"(40.701967242835444, -73.7615989800664)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23535677,07/02/2012 03:43:16 PM,08/01/2012 11:00:29 AM,Rooster,Residence,11216.0,875 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,Closed,08/01/2012 03:43:16 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,08/01/2012 11:00:23 AM,BROOKLYN,998352.0,183956.0,BROOKLYN,40.6715822402346,-73.9491634803992,"(40.6715822402346, -73.9491634803992)",Kings,2012,0500000US36047,1654388,180328.292,456611.08800000005,190254.62,343869,33.7
23548351,07/03/2012 09:10:47 AM,07/05/2012 08:19:38 AM,Other,Residence,11412.0,,,INTERSECTION,Closed,08/02/2012 09:10:47 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,07/05/2012 08:18:53 AM,QUEENS,1051081.0,196246.0,QUEENS,40.70507431897589,-73.75895855492334,"(40.70507431897589, -73.75895855492334)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
23552094,07/04/2012 12:17:36 PM,07/30/2012 12:18:55 PM,Rooster,Residence,11413.0,222-07 137 AVENUE,137 AVENUE,ADDRESS,Closed,08/03/2012 12:17:36 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,07/30/2012 12:18:27 PM,QUEENS,1053912.0,185118.0,QUEENS,40.67450881091147,-73.74886302084855,"(40.674508810911476, -73.74886302084855)",Queens,2012,0500000US36081,1557698,165115.98799999998,425251.554,163558.29,327341,33.1
